"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"14","BANNER","[21, 25, 23, 41, 44, 64, 65, 71, 74, 73, 82, 116, 142, 143, 161]","[473, 412, 281, 300, 116, 488, 102, 279, 593, 611, 493, 485, 475, 547, 697, 475, 452, 579, 126, 598, 840, 597, 106, 598, 300, 597, 611, 416, 595, 300, 436, 416, 118, 448, 475, 416, 597, 547, 597, 116, 416, 475, 597, 116, 452, 434, 597, 611, 840, 693, 499, 488, 471, 469, 434, 499, 422, 118, 475, 473, 597, 416, 416, 488, 499, 597, 124, 139, 139, 597, 473, 416, 136, 416, 434, 495, 110, 475]"
"15","WORLD SECURITY COUNCIL 1","[26, 158, 190, 188]","[870, 148, 870, 870, 155, 148, 144]"
"16","WORLD SECURITY COUNCIL 2","[188, 163, 158, 26]","[146, 146]"
"17","CAPTAIN AMERICA","[28, 35, 38, 41, 46, 54, 55, 53, 59, 64, 65, 71, 73, 85, 74, 86, 89, 90, 109, 117, 118, 120, 121, 143, 142, 137, 156, 155, 152, 146, 171, 173, 174, 172, 182, 186, 184]","[357, 844, 164, 481, 332, 282, 280, 460, 442, 394, 553, 553, 586, 584, 332, 483, 612, 610, 608, 472, 332, 460, 803, 394, 360, 332, 460, 413, 394, 901, 460, 332, 643, 587, 332, 747, 737, 839, 332, 157, 589, 572, 839, 394, 332, 250, 844, 278, 589, 608, 599, 739, 332, 157, 859, 360, 332, 394, 599, 460, 737, 483, 641, 332, 259, 737, 164, 572, 741, 332, 413, 433, 394, 394, 394, 844, 549, 394, 360, 460, 572, 394, 332, 481, 608, 351, 394, 844, 421, 433, 486, 608, 280, 332, 844, 332, 460, 553, 396, 587, 332, 729, 394, 460, 332, 739, 460, 460, 394, 282, 394, 460, 394, 553, 332, 280, 486, 566, 394, 865, 553]"
"18","PEGGY","[31]",""
"19","SHIELD SCIENTIST","[33, 34]","[160]"
"20","TONY","[36, 37, 55, 54, 57, 59, 65, 64, 72, 71, 73, 81, 85, 74, 77, 86, 89, 90, 109, 101, 118, 130, 124, 126, 123, 137, 142, 131, 149, 146, 168, 163, 173, 174, 186]","[212, 439, 904, 802, 427, 545, 487, 646, 636, 802, 347, 639, 490, 548, 742, 746, 662, 904, 802, 771, 769, 205, 850, 802, 482, 802, 904, 802, 545, 913, 347, 234, 228, 913, 913, 802, 459, 222, 642, 545, 197, 180, 207, 913, 212, 241, 186, 576, 180, 197, 430, 186, 218, 576, 784, 802, 802, 904, 677, 913, 775, 635, 802, 636, 439, 609, 902, 891, 784, 642, 492, 904, 852, 484, 636, 642, 646, 802, 494, 646, 186, 576, 347, 178, 802, 763, 802, 478, 427, 904, 802, 478, 435, 487, 763, 802, 439, 428, 432, 197, 576, 740, 742, 784, 769, 780, 430, 428, 427, 207, 802, 186, 215, 484, 236, 790, 802, 548, 478, 191, 480, 545, 347, 212, 214, 802, 911, 802, 455, 775, 802, 347, 775, 347, 742, 746, 802, 644, 646, 428, 769, 212, 182, 494, 492, 356, 501, 802, 347, 677, 623, 474, 180, 430, 802, 178, 203, 446, 802, 913, 397, 430, 487, 581, 913, 439, 634, 802, 439, 178, 197, 459, 428, 349, 802, 802, 843, 209, 209, 853, 843, 677, 490, 902, 771, 802, 778, 478, 430, 778, 390, 430, 802, 644, 636, 427, 191, 427, 494, 439, 180, 642]"
"21","PEPPER POTTS","[36, 37]","[219, 181, 223, 192, 248, 248, 235, 181, 248, 223, 223, 181, 248, 206, 244, 181, 248]"
"22","JARVIS","[36, 37, 57, 131, 123, 169, 163, 174]","[188, 797, 766, 884, 188, 766, 797, 210, 762]"
"23","PILOT","[38]",""
"24","AGENT JASPER SITWELL","[99, 95, 93, 46]","[316, 649, 316, 658, 658, 658]"
"25","ELDER GERMAN MAN","[53]",""
"26","THOR","[57, 56, 59, 64, 68, 71, 74, 72, 88, 104, 101, 128, 142, 186, 170, 184]","[792, 444, 792, 567, 373, 377, 567, 363, 381, 792, 373, 371, 387, 567, 513, 379, 517, 373, 517, 513, 511, 373, 389, 373, 363, 574, 381, 507, 605, 373]"
"27","GALAGA PLAYER","[76]","[616, 616]"
"28","HELMSMAN","[84]","[631, 631]"
"29","ESCORT 606 PILOT","[97, 95]","[656, 654]"
"30","SHIELD AGENT","[112]",""
"31","SECURITY GUARD","[116]","[696, 694]"
"32","YOUNG SHIELD PILOT","[121]",""
"33","YOUNG COP","[142]",""
"34","POLICE SERGEANT","[142]",""
"35","7 ALPHA 11 PILOT","[170, 166]",""
"36","OLD MAN STAN LEE","[188]",""
"37","SENATOR BOYNTON","[188]",""
"38","WAITRESS","[188]","[918, 918]"
"39","WORLD SECURITY COUNCIL 3","[188]",""
