"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"43","PILOT","[120]","[683]"
"44","VALORUM","[133,137]","[790,781,774,777,779,767,770,709]"
"45","MACE WINDU","[135,134,139,140,141]","[837,840,842,856,853,859,847,861,734,739,741,747,726,729,732,802,805]"
"46","KI-ADI","[134,139,141]","[806,731,727,855,838]"
"47","YODA","[135,134,139,140,141]","[814,844,836,854,860,857,846,852,850,862,733,735,736,738,743,745,748,728,730,804,798,800,810,812,808]"
"48","GUARD","[136,135]","[749,751]"
"49","RABE","[136]","[756,754,752]"
"50","LOTT DOD","[137]","[769,775,773,786]"
"51","AKS MOE","[137]","[776]"
"52","MAS AMEDDA","[137]","[782,784,789]"
"53","BAIL ORGANA","[137]","[785,783]"
"54","ASSEMBLY","[137]","[787]"
"55","GUNGAN LOOKOUT","[152]","[945]"
"56","FIGHTER PILOT","[156]","[976]"
"57","BRAVO TWO","[157,174,164]","[1056,1052,1012,994]"
"58","GENERAL CEEL","[165]","[1024]"
"59","SABE","[165]","[1026]"
"60","BATTLE DROID CAPTAIN","[174]","[1039,1040,1041,1043]"
"61","BRAVO THREE","[174]","[1057,1054]"
